text,date,sentiment,promotional,view_count,like_count,dislike_count,love_count,fire_count,happy_count,sad_count,clap_count,think_count,angry_count,total_reactions
" Улугбек Рашитов, обладатель золотой медали Олимпиады «Токио-2020» по таэквондо:

— Станьте теми изменениями, которые вы хотите видеть в своей жизни. Никто и никогда не сделает выбор за вас. У вас может быть лучший тренер и команда. Но в конце концов, решение вы должны принимать сами. Жить – значит меняться. Меняться з",2023-04-26 22:23:27,positive,no,22855.0,114.0,51.0,0.0,7.0,6.0,2.0,1.0,0.0,0.0,181.0
" Российский ""Автоваз"" готов организовать производство автомобилей Lada Vesta нового поколения в Узбекистане и выпускать 15 тысяч машин этой модели в год. Однако цель компании – выйти на производство 30 тысяч автомобилей Lada в год и занять 10 процентов рынка Узбекистана. Об этом сообщил журналистам президент ""Автоваза""",2023-04-26 20:45:03,positive,no,25407.0,458.0,99.0,0.0,0.0,30.0,0.0,5.0,8.0,1.0,601.0
" В Наманганской области мужчина преследовал студентку. Он названивал ей по телефону, приставал к ней и даже угрожал убить ее мать

",2023-04-26 20:16:41,negative,no,24029.0,12.0,40.0,0.0,0.0,7.0,6.0,0.0,0.0,410.0,475.0
" Известный узбекский блогер Дониёр Каюмов снял видео, в котором демонстрируются сцены насилия над женщинами. Активистки проекта против насилия NeMolchi.uz просят правоохранителей принять меры

",2023-04-26 19:45:12,negative,no,24629.0,72.0,28.0,0.0,0.0,23.0,8.0,4.0,14.0,503.0,652.0
" В Андижанской области муж пациентки и трое его друзей избили врача. Им не понравилось, как медик делал осмотр и лечил больную

",2023-04-26 18:40:51,negative,no,24387.0,11.0,21.0,0.0,6.0,28.0,11.0,0.0,1.0,431.0,509.0
" В Екатеринбурге проходит XIII Евразийский экономический форум молодежи (ЕЭФМ). Его главная тема – ""Многополярный мир в фокусе новой действительности"".

",2023-04-26 18:12:30,positive,no,23837.0,51.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,13.0,73.0
" Ведущие эксперты стран Центральной Азии и России обсудили будущее Ферганской долины в контексте возможной дестабилизации ситуации в регионе. По словам директора Центра исследовательских инициатив Ma'no Бахтиёра Эргашева, принимавшего участие в дискуссии, Ферганская долина сегодня имеет очень серьезный потенциал, чтобы",2023-04-26 16:16:16,negative,no,25535.0,114.0,29.0,0.0,0.0,1.0,33.0,4.0,29.0,239.0,449.0
" В Ташкенте пьяный мужчина после ссоры с женой облил себя спиртом и поджег.

",2023-04-26 15:44:28,positive,no,23979.0,71.0,23.0,0.0,3.0,107.0,35.0,5.0,47.0,31.0,322.0
" Запущенная в Узбекистане в 2021 году система обязательной маркировки продолжает набирать обороты и расширять перечень подлежащих цифровой идентификации товаров. Табачные изделия, алкогольная продукция, бытовая техника и фармацевтические препараты уже официально не выходят на рынок без DataMatrix кодов. На очереди – ми",2023-04-26 14:43:06,positive,no,25365.0,141.0,29.0,0.0,0.0,44.0,0.0,0.0,4.0,8.0,226.0
" В Ташкенте в доме няни скончался трехлетний ребенок. Женщина не стала обращаться в скорую после того, как ребенок упал в подвал. 

",2023-04-26 14:21:48,negative,no,24025.0,13.0,16.0,0.0,0.0,2.0,112.0,1.0,3.0,368.0,515.0
